author	author_id	title	lang	holdings	editions	type
Maja Jokić	lccn-n2007052166	Karakteristike hrvatske nacionalne i međunarodne znanstvene produkcije u društveno-humanističkim znanostima i umjetničkom području za razdoblje : 1999-2005	1	1	1	book
Maja Jokić	lccn-n2007052166	Vrednotenje znanstvenog rada u području društvenih znanosti na temelju časopisa kao medija znanstvenog komuniciranja	1	1	1	art
Maja Jokić	lccn-n2007052166	Zbornik radova i priloga s 1. i 2. Dana specijalnog knjižničarstva Hrvatske	1	1	1	book
Maja Jokić	lccn-n2007052166	Kompjutorizirane baze podataka za područje zaštite čovjekove okoline i analiza njihove iskorištenosti	1	1	1	art
Maja Jokić	np-jokic,%20maja%20marija	Informativna vrijednost radova iz oblasti biomedicine na slavenskim jezicima zastupljenih u datoteci Medline : magistarski rad	1	2	1	book
Hedman Juha	lccn-n85340248	Työvoiman käyttö valtion lainoittamassa asuntotuotannossa : selvitys työvoimantarpeesta ja sen ajoittumisesta sekä selvitykseen perustuva ennustemalli	1	3	2	book
Hedman Juha	lccn-n85340248	External economic impacts of the University of Turku : self-evaluation report	1	2	2	book
Hedman Juha	lccn-n85340248	Korkeakoulujen tuotokset tuotantopanoksena : alueellinen ja tehdasteollisuuden toimialoittainen tarkastelu	1	2	2	book
Hedman Juha	lccn-n85340248	A proposal for a national nutritional strategy : institutional catering services over the life span	1	1	1	book
Hedman Juha	lccn-n85340248	Yliopistolaitoksen tuloksellisuus Suomessa 1999-2003 : yliopistojen panokset ja tulokset tieteenaloittaisessa tarkastelussa	1	1	1	book
Hedman Juha	lccn-n85340248	Productivity of research by disciplines in Finland in 2002-2006	1	1	1	book
Máxima Bolaños-Pizarro	np-bolanos%20pizarro,%20maxima	Análisis de la productividad, colaboración e impacto científico de la cardiología española (1999-2008)	1	2	2	book
Máxima Bolaños-Pizarro	np-bolanos%20pizarro,%20maxima	Analisis de genero de la produccion cientifica española sobre drogodependencia en biomedicina 1999-2004	1	1	1	art
Máxima Bolaños-Pizarro	np-bolanos%20pizarro,%20maxima	Análisis de la productividad cientifica y visibilidad de las publicaciones sobre usabilidad (1971-2005)	1	1	1	art
Máxima Bolaños-Pizarro	np-bolanos%20pizarro,%20maxima	Analisis de la produccion cientifica española sobre abuso de sustancias en funcion de la colaboracion entre disciplinas	1	1	1	art
Diana Lucio-Arias	lccn-no2016138635	Análisis de indicadores de ciencia y tecnología	1	117	2	file
Diana Lucio-Arias	lccn-no2016138635	Observando el Sistema Colombiano de Ciencia, Tecnología e Innovación sus actores y sus productos	1	6	2	book
Diana Lucio-Arias	lccn-no2016138635	Modelling and measuring the dynamics of scientific communication	1	2	2	book
Diana Lucio-Arias	np-lucio%20arias,%20diana%20patricia	Indicadores de ciencia y tecnología : Colombia 2009	1	8	7	book
Diana Lucio-Arias	np-lucio%20arias,%20diana%20patricia	Relación entre las capacidades científica e institucional y la asignación de regalías a los proyectos para ciencia, tecnología e innovación en Colombia	1	1	2	file
Diana Lucio-Arias	np-lucio%20arias,%20diana%20patricia	Propuesta y aplicación de una metodología para estimar la e-preparación de municipios colombianos	1	1	1	serial
Sebastian K Boell (Böll)	np-boell,%20sebastian%20k	Telework paradoxes and practices: the importance of the nature of work	1	1	1	art
Sebastian K Boell (Böll)	np-boll,%20sebastian%20k	A scientometric method to analyze scientific journals as exemplified by the area of information science	1	18	1	file
Swapan kumar Patra	viaf-5222156223660005400001	Foreign R & D units in India and China: An empirical exploration	1	1	1	art
Swapan kumar Patra	np-patra,%20swapan%20kumar	Science, technology and innovation in BRICS countries: Introduction to the special issue	1	1	1	art
Matthew L. Wallace	np-wallace,%20matthew%20l	The rigidity transition in a short-chain polymer glass	1	3	2	mix
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	ViBlioSOM : metodología para la Visualización de Información métrica con Mapas Auto-organizados	1	36	2	file
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Modelo de evaluación para software que emplean indicadores métricos en la vigilancia científico tecnológica. ACIMED. 2009; 20(6) : 125-140	1	32	2	file
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Modelo de evaluación para software que emplean indicadores métricos en la vigilancia científicotecnológica = Evaluation model for the software using metric indicators to science and technology surveillance	1	12	2	file
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Estudio patentometrico de un proyecto de investigacion	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Aplicaciones de las redes neuronales. el caso de la bibliometria	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Gerencia de informacion tecnologica	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	VIBLIOSOM : visualizacion de informacion bibliometrica mediante el mapeo autoorganizado	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	El uso de los indicadores cualitativos y cuantitativos en la evaluacion de las publicaciones periodicas : el caso del Centro de Investigacion y de estudios avanzados del Instituto Politecnico Nacional de Mexico	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Medicion de la produccion cientifica en America Latina y el Caribe en el campo agricola y afines : un estudio bibliometrico	1	1	1	art
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Prevención de la enfermedad meningocócica	1	1	1	book
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20victoria	Establecimiento de un sistema de vigilancia cientifico-tecnologica	1	1	1	file
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20v	Contribucion al estudio de las revistas de America Latina y el Caribe mediante el mapeo autoorganizado	1	1	1	file
Maria Victoria Guzman Sánchez	np-guzman%20sanchez,%20maria%20v	Mapas tecnologicos para la estrategia empresarial. Situacion tecnologica de la neisseria meningitidis	1	1	1	file
Pero Šipka	viaf-305796032	Uporaba citatnih informacij nacionalne in regionalne ravni pri evalvaciji znanstvene učinkovitosti	1	2	1	file
Pero Šipka	viaf-305796032	Posledice izlaganja nekontrolibilnim ishodima u zavisnosti od opaženog uzroka nekontrolibilnosti : evaluacija teorije naučene bespomoćnosti : doktorska disertacija	1	2	1	mix
Pero Šipka	viaf-305796032	Eksterna validacija skale L iz Eysenckovog testa ličnosti EPQ	1	1	1	art
Pero Šipka	viaf-305796032	Ličnost jugoslovena opisana rezultatima na Eysenckovom upitniku EPQ	1	1	1	art
Robert D. Shelton	lccn-n85353927	Protection of computer systems and software : new approaches for combating theft of software and unauthorized intrusion	1	130	4	book
Robert D. Shelton	lccn-n85353927	Some aspects of the distribution of meteoric flux about an attractive center	1	29	3	book
Robert D. Shelton	lccn-n85353927	The synthesis of meteoroid distributions from monoenergetic monodirectional kernels	1	28	3	book
Robert D. Shelton	lccn-n85353927	Ground scattered dose rate calculations using a Monte Carlo albedo	1	13	2	file
Robert D. Shelton	lccn-n85353927	Benchmark technologies abroad : findings from 40 assessments, 1984-94	1	8	1	book
Robert D. Shelton	lccn-n85353927	A Review of Some Experimental Measurements on Detectors for Trace Chemicals in the Atmosphere	1	2	1	book
Robert D. Shelton	lccn-n85353927	The effects of nuclear radiation on electronic components	1	2	2	book
Robert D. Shelton	lccn-n85353927	A Study of Jets from Explosive Shaped Charges	1	1	1	book
Robert D. Shelton	lccn-n85353927	A Theoretical Study of Corner Reflector Applications	1	1	1	book
Robert D. Shelton	lccn-n85353927	The Theoretical Treatment of Particle Swarms	1	1	1	book
Robert D. Shelton	np-shelton,%20robert%20duane	A study of optimum multiplexing systems	1	1	1	mix
Robert D. Shelton	np-shelton,%20robert%20duane	Estimation of signal-to-noise ratio	1	1	1	mix
Robert D. Shelton	np-shelton,%20robert%20duane%201938	A study of optimum multiplexing systems	1	1	1	book
Carlos Benito Amat	np-amat,%20carlos%20benito	Wikipedia	1	29	2	file
Xiaozhong Liu	np-liu,%20xiaozhong	Proceedings of the 2013 international workshop on Mining unstructured big data using natural language processing	1	21	2	file
Xiaozhong Liu	np-liu,%20xiaozhong	Zhu zhai she ji 50 nian : Beijing Shi jian zhu she ji yan jiu yuan zhu zhai zuo pin xuan	1	5	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Zhu zhai she ji yu shi gong zhi liang tong bing ti shi	1	4	2	book
Xiaozhong Liu	np-liu,%20xiaozhong	Xue zhai xue huan	1	3	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Xiao qu gui hua she ji de mi du	1	3	2	book
Xiaozhong Liu	np-liu,%20xiaozhong	Chuang zuo yu shi jian : Liu Xiaozhong gong zuo shi zuo pin ji	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Jiu da qi ji	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Xia cheng	1	2	2	book
Xiaozhong Liu	np-liu,%20xiaozhong	Qu qiu bai yi wen kao bian	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Hu he hao te juan yan chang zhi : 1945-2005	1	2	2	book
Xiaozhong Liu	np-liu,%20xiaozhong	Han ju shi yan jiu	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Da xue ying yu gen zong yue du	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Yu xue luo xiao	1	2	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Physiological mechanisms of creeping bentgrass (Agrostis palustris l.) tolerance to summer stress	1	2	1	mix
Xiaozhong Liu	np-liu,%20xiaozhong	Ot Stalingrada do Berlina	1	1	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Qu qiu bai nian pu xiang bian	1	1	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Han ju shi liao zhuan ji	1	1	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Ji qiu bai yu zhong guo xian dai wen xue yun dong	1	1	1	book
Xiaozhong Liu	np-liu,%20xiaozhong	Han ju zhi	1	1	1	file
Xiaozhong Liu	np-liu,%20xiaozhong	Li yong li ti ying xiang fa lai xun qu wu ti 3D wei zhi ji bian ren wu ti = Position and recognition of three dimensional object using stereo vision	1	1	1	book
Enrique Orduna-Malea	lccn-ns2016004028	Cybermetric techniques to evaluate organizations using web-based data	1	221	11	file
Enrique Orduna-Malea	lccn-ns2016004028	Cibermetría : midiendo el espacio red	2	83	6	file
Enrique Orduna-Malea	lccn-ns2016004028	Anuario ThinkEPI 2014	1	82	5	file
Enrique Orduna-Malea	lccn-ns2016004028	La revolución Google Scholar : destapando la caja de Pandora académica	1	47	10	file
Enrique Orduna-Malea	lccn-ns2016004028	Gestión cultural : innovación y tendencias	2	18	6	book
Enrique Orduna-Malea	lccn-ns2016004028	Gestión Cultural Iñovación y Tendencias	1	2	1	file
Enrique Orduna-Malea	lccn-ns2016004028	Análisis bibliométrico de la producción y colaboración científica en Oriente Próximo (1998-2007)	1	1	1	art
Enrique Orduna-Malea	lccn-ns2016004028	La poda de los cítricos	1	1	1	book
Enrique Orduna-Malea	lccn-ns2016004028	Hit count estimate variability for website-specific queries in search engines	1	1	1	file
Enrique Orduna-Malea	lccn-ns2016004028	Are web mentions accurate substitutes for inlinks for Spanish universities?	1	1	1	file
Enrique Orduna-Malea	lccn-ns2016004028	Anuario thinkepi 2009 : análisis de tendencias en información y documentación	1	1	1	book
Tim Engels	np-engels,%20tim%20c%20e	Comprehensiveness of national bibliographic databases for social sciences and humanities : findings from a European survey	1	2	1	file
Tim Engels	np-engels,%20tim%20c%20e	Guidelines for data sharing and data citation in social sciences and humanities journals perspectives and insights from the cost action Enressh	1	1	1	file
Tim Engels	np-engels,%20tim%20c%20e	Publication patterns in the social sciences and humanities - evidence from eight European countries	1	1	1	file
Tim Engels	np-engels,%20tim%20c%20e	A label for peer-reviewed books	1	1	1	art
Tim Engels	np-engels,%20tim%20c%20e	Are book publications disappearing from scholarly communication in the social sciences and humanities?	1	1	1	file
Zohreh Zahedi	viaf-309887466	Zanan-e delkhah = Perfect wives	1	1	1	book
Zohreh Zahedi	viaf-309887466	The value of research data metrics for datasets from a cultural and technical point of view ; a Knowledge Exchange Report	1	1	1	file
Zohreh Zahedi	viaf-309887466	Efficacy and safety of factor eight inhibitor bypassing activity prophylaxis evaluation in young patients with hemophilia and high titer inhibitor	1	1	1	art
Zohreh Zahedi	viaf-309887466	Showharani doustdashtani = Perfect husbands	1	1	1	book
Zohreh Zahedi	viaf-309887466	Understanding the value of social media metrics for research evaluation	1	1	1	book
Björn Hammarfelt	viaf-252513028	Following the footnotes : a bibliometric analysis of citation patterns in literary studies	1	5	4	book
Björn Hammarfelt	viaf-252513028	Following the footnotes : a bibliometric analysis of citation patterns in literary studies	1	1	1	book
Björn Hammarfelt	viaf-252513028	Recognition and reward in the academy	1	1	1	art
Björn Hammarfelt	viaf-252513028	Långsamhetens lockelse i den jäktade akademin	1	1	1	file
Björn Hammarfelt	viaf-252513028	Recognition and reward in the academy Valuing publication oeuvres in biomedicine, economics and history	1	1	1	file
Björn Hammarfelt	viaf-252513028	Early career academics and evaluative metrics. ambivalence, resistance and strategies	1	1	1	file
Björn Hammarfelt	viaf-252513028	Beyond coverage Toward a bibliometrics for the humanities	1	1	1	file
Björn Hammarfelt	viaf-252513028	From Eminent Men to Excellent Universities University Rankings as Calculative Devices	1	1	1	file
Björn Hammarfelt	viaf-252513028	23rd Nordic Workshop on Bibliometrics and Research Policy 2018 Book of abstracts	1	1	1	book
Björn Hammarfelt	viaf-252513028	Indicators as judgment devices an empirical study of citizen bibliometrics in research evaluation	1	1	1	file
Björn Hammarfelt	viaf-252513028	Using altmetrics for assessing research impact in the humanities	1	1	1	file
Björn Hammarfelt	viaf-252513028	Citation analysis on the micro level : the example of Walter Benjamin's Illuminations	1	1	1	art
Björn Hammarfelt	viaf-252513028	Taking Comfort in Points The Appeal of the Norwegian Model in Sweden	1	1	1	file
Björn Hammarfelt	viaf-252513028	Scientific publications as boundary objects theorising the intersection of classification and research evaluation	1	1	1	file
Björn Hammarfelt	viaf-252513028	The heterogeneous landscape of bibliometric indicators Evaluating models for allocating resources at Swedish universities	1	1	1	file
Marcia Regina da Silva	lccn-no2018018242	Pensadores brasileiros da ciência da informação e biblioteconomia	1	7	2	book
Marcia Regina da Silva	lccn-no2018018242	Configuração do campo da educação no Brasil estudo bibliométrico da Revista Brasileira de Educação e da Revista Brasileira de História da Educação	1	1	1	book
